Name,Name,Run 1,sex,rider_country,race_country,Date,track_name
Steve PEAT,Steve PEAT,5:36.8915,Men,British, Australia,22nd Sep 1996,Cairns
Corrado HERIN,Corrado HERIN,5:37.0016,Men,Italian, Australia,22nd Sep 1996,Cairns
Gerwin PETERS,Gerwin PETERS,5:37.0917,Men,Dutch, Australia,22nd Sep 1996,Cairns
Pau MISSER,Pau MISSER,5:39.0818,Men,Spanish, Australia,22nd Sep 1996,Cairns
Kirt VOREIS,Kirt VOREIS,5:39.3319,Men,American, Australia,22nd Sep 1996,Cairns
Stephane JANY,Stephane JANY,5:41.7020,Men,French, Australia,22nd Sep 1996,Cairns
John TOMAC,John TOMAC,5:41.9421,Men,American, Australia,22nd Sep 1996,Cairns
Johan ENGSTRÖM,Johan ENGSTRÖM,5:42.0422,Men,Swedish, Australia,22nd Sep 1996,Cairns
Gianluca BONANOMI,Gianluca BONANOMI,5:42.2523,Men,Italian, Australia,22nd Sep 1996,Cairns
Guillaume KOCH,Guillaume KOCH,5:42.2724,Men,French, Australia,22nd Sep 1996,Cairns
Florent POUSSIN,Florent POUSSIN,5:42.5825,Men,French, Australia,22nd Sep 1996,Cairns
Stefano MIGLIORINI,Stefano MIGLIORINI,5:42.6526,Men,Italian, Australia,22nd Sep 1996,Cairns
Joe LAWWILL,Joe LAWWILL,5:44.0827,Men,American, Australia,22nd Sep 1996,Cairns
Pascal YEN PON,Pascal YEN PON,5:44.8228,Men,French, Australia,22nd Sep 1996,Cairns
Karim AMOUR,Karim AMOUR,5:45.6229,Men,French, Australia,22nd Sep 1996,Cairns
Toby HENDERSON,Toby HENDERSON,5:46.3530,Men,American, Australia,22nd Sep 1996,Cairns
Stefan GLEED,Stefan GLEED,5:48.2131,Men,British, Australia,22nd Sep 1996,Cairns
Will LONGDEN,Will LONGDEN,5:49.2832,Men,British, Australia,22nd Sep 1996,Cairns
Ben WHITLOCK,Ben WHITLOCK,5:49.6433,Men,Australian, Australia,22nd Sep 1996,Cairns
Marcel WALDMANN,Marcel WALDMANN,5:49.7034,Men,Swiss, Australia,22nd Sep 1996,Cairns
Cyril LAGNEAU,Cyril LAGNEAU,5:49.7835,Men,French, Australia,22nd Sep 1996,Cairns
Pete LONCAREVICH,Pete LONCAREVICH,5:50.1236,Men,American, Australia,22nd Sep 1996,Cairns
Raphael RHYNER,Raphael RHYNER,5:50.6737,Men,Swiss, Australia,22nd Sep 1996,Cairns
Christian LEMMERZ,Christian LEMMERZ,5:52.6638,Men,German, Australia,22nd Sep 1996,Cairns
Urs THOMA,Urs THOMA,5:54.0639,Men,Swiss, Australia,22nd Sep 1996,Cairns
Meryno SMITH,Meryno SMITH,5:54.2440,Men,French, Australia,22nd Sep 1996,Cairns
John DALL'OZZO,John DALL'OZZO,5:54.2641,Men,Australian, Australia,22nd Sep 1996,Cairns
John KIRKCALDIE,John KIRKCALDIE,5:55.0642,Men,New Zealand, Australia,22nd Sep 1996,Cairns
Taras JADUTA,Taras JADUTA,5:55.2243,Men,Belgian, Australia,22nd Sep 1996,Cairns
Andrew PARKES,Andrew PARKES,5:56.1144,Men,British, Australia,22nd Sep 1996,Cairns
Remo HEUTSCHI,Remo HEUTSCHI,5:56.2845,Men,Swiss, Australia,22nd Sep 1996,Cairns
Miles DAVIS,Miles DAVIS,5:57.8846,Men,Australian, Australia,22nd Sep 1996,Cairns
Tony CARSON,Tony CARSON,5:58.1547,Men,Australian, Australia,22nd Sep 1996,Cairns
Antti-Pekka LAIHO,Antti-Pekka LAIHO,5:59.0548,Men,Finnish, Australia,22nd Sep 1996,Cairns
Tim PONTING,Tim PONTING,6:00.4949,Men,British, Australia,22nd Sep 1996,Cairns
Samuel PERIDY,Samuel PERIDY,6:00.6750,Men,French, Australia,22nd Sep 1996,Cairns
Petr ZUBEK,Petr ZUBEK,6:00.7051,Men,Czech, Australia,22nd Sep 1996,Cairns
Richard PALL,Richard PALL,6:00.8852,Men,Austrian, Australia,22nd Sep 1996,Cairns
Chris SPENCE (ret.),Chris SPENCE (ret.),6:00.9253,Men,British, Australia,22nd Sep 1996,Cairns
Greg MILLER,Greg MILLER,6:01.1454,Men,South African, Australia,22nd Sep 1996,Cairns
Tatsuya SASAKI,Tatsuya SASAKI,6:02.0155,Men,Japanese, Australia,22nd Sep 1996,Cairns
Janez GRASIC,Janez GRASIC,6:02.3256,Men,Slovenian, Australia,22nd Sep 1996,Cairns
Richard WARNER,Richard WARNER,6:03.2257,Men,British, Australia,22nd Sep 1996,Cairns
Ryo UCHIJIMA,Ryo UCHIJIMA,6:04.2858,Men,Japanese, Australia,22nd Sep 1996,Cairns
Holger MEYER,Holger MEYER,6:04.5559,Men,German, Australia,22nd Sep 1996,Cairns
Josh STREET,Josh STREET,6:05.3260,Men,Australian, Australia,22nd Sep 1996,Cairns
Craig MACE,Craig MACE,6:07.0061,Men,Australian, Australia,22nd Sep 1996,Cairns
Robert METZ,Robert METZ,6:07.8062,Men,New Zealand, Australia,22nd Sep 1996,Cairns
David WATSON,David WATSON,6:07.8763,Men,Canadian, Australia,22nd Sep 1996,Cairns
Frederic POULIN,Frederic POULIN,6:09.9864,Men,Canadian, Australia,22nd Sep 1996,Cairns
Masashi TAKEMOTO,Masashi TAKEMOTO,6:10.4065,Men,Japanese, Australia,22nd Sep 1996,Cairns
Alessandro TAJES,Alessandro TAJES,6:10.7066,Men,Brazilian, Australia,22nd Sep 1996,Cairns
Darryn HENDERSON,Darryn HENDERSON,6:10.9267,Men,New Zealand, Australia,22nd Sep 1996,Cairns
Manfred STROMBERG,Manfred STROMBERG,6:11.1168,Men,German, Australia,22nd Sep 1996,Cairns
Craig FISHER,Craig FISHER,6:11.2669,Men,Australian, Australia,22nd Sep 1996,Cairns
Markus BAST,Markus BAST,6:12.3270,Men,German, Australia,22nd Sep 1996,Cairns
Kenichi NABESHIMA,Kenichi NABESHIMA,6:12.9271,Men,Japanese, Australia,22nd Sep 1996,Cairns
Patrick SCOTT,Patrick SCOTT,6:15.5272,Men,Australian, Australia,22nd Sep 1996,Cairns
Hernan TADDEO,Hernan TADDEO,6:15.5973,Men,Argentinian, Australia,22nd Sep 1996,Cairns
Julius SOMMERFELD,Julius SOMMERFELD,6:17.9374,Men,Brazilian, Australia,22nd Sep 1996,Cairns
Duane NICKULL,Duane NICKULL,6:21.3375,Men,Canadian, Australia,22nd Sep 1996,Cairns
Takashi TSUKAMOTO,Takashi TSUKAMOTO,6:23.1176,Men,Japanese, Australia,22nd Sep 1996,Cairns
Yasushi ADACHI,Yasushi ADACHI,6:24.5277,Men,Japanese, Australia,22nd Sep 1996,Cairns
Matias CINGOLANI,Matias CINGOLANI,6:25.6578,Men,Argentinian, Australia,22nd Sep 1996,Cairns
Bostjan KUSAR,Bostjan KUSAR,6:26.2179,Men,Slovenian, Australia,22nd Sep 1996,Cairns
Andreas STEFFEN,Andreas STEFFEN,6:31.4780,Men,Swiss, Australia,22nd Sep 1996,Cairns
Alejandro CARRIEDO,Alejandro CARRIEDO,6:32.0281,Men,Mexican, Australia,22nd Sep 1996,Cairns
Carlos CARRIEDO,Carlos CARRIEDO,6:32.5282,Men,Mexican, Australia,22nd Sep 1996,Cairns
Heiko RENNER,Heiko RENNER,6:39.2483,Men,German, Australia,22nd Sep 1996,Cairns
Mike METZ,Mike METZ,6:41.5184,Men,New Zealand, Australia,22nd Sep 1996,Cairns
Sung-Jae PARK,Sung-Jae PARK,6:46.5485,Men,South Korean, Australia,22nd Sep 1996,Cairns
Kevin WALTON,Kevin WALTON,6:48.3886,Men,New Zealand, Australia,22nd Sep 1996,Cairns
Carlos LARA,Carlos LARA,7:08.1887,Men,Mexican, Australia,22nd Sep 1996,Cairns
Tsung-Chieh LIAO,Tsung-Chieh LIAO,7:11.8388,Men,Taiwanese, Australia,22nd Sep 1996,Cairns
Shaun MCFARLAND,Shaun MCFARLAND,7:15.0589,Men,New Zealand, Australia,22nd Sep 1996,Cairns
Rodney MEARES,Rodney MEARES,7:31.2490,Men,Australian, Australia,22nd Sep 1996,Cairns
Michael HIRST,Michael HIRST,8:20.8691,Men,Canadian, Australia,22nd Sep 1996,Cairns
Christian TAILLEFER,Christian TAILLEFER,8:21.0292,Men,French, Australia,22nd Sep 1996,Cairns
Michael TEUBER,Michael TEUBER,8:44.6193,Men,German, Australia,22nd Sep 1996,Cairns
Bruce HAMLEY,Bruce HAMLEY,9:57.1994,Men,Australian, Australia,22nd Sep 1996,Cairns
Franck ROMAN,Franck ROMAN,12:23.7895,Men,French, Australia,22nd Sep 1996,Cairns
Pascal CLOSSET,Pascal CLOSSET,DNF,Men,Belgian, Australia,22nd Sep 1996,Cairns
Bevan KELLY,Bevan KELLY,DNF,Men,New Zealand, Australia,22nd Sep 1996,Cairns
Bruno TSCHANZ,Bruno TSCHANZ,DNF,Men,Swiss, Australia,22nd Sep 1996,Cairns
Rob WARNER,Rob WARNER,DNF,Men,British, Australia,22nd Sep 1996,Cairns
Anne-Caroline CHAUSSON,Anne-Caroline CHAUSSON,5:27.581,Women,French, Australia,22nd Sep 1996,Cairns
Leigh DONOVAN,Leigh DONOVAN,5:27.762,Women,American, Australia,22nd Sep 1996,Cairns
Missy GIOVE,Missy GIOVE,5:31.373,Women,American, Australia,22nd Sep 1996,Cairns
Giovanna BONAZZI,Giovanna BONAZZI,5:39.374,Women,Italian, Australia,22nd Sep 1996,Cairns
Kim SONIER,Kim SONIER,5:40.435,Women,American, Australia,22nd Sep 1996,Cairns
Mercedes GONZALEZ,Mercedes GONZALEZ,5:42.736,Women,Spanish, Australia,22nd Sep 1996,Cairns
Mikki DOUGLASS,Mikki DOUGLASS,5:47.237,Women,American, Australia,22nd Sep 1996,Cairns
Marla STREB,Marla STREB,5:49.458,Women,American, Australia,22nd Sep 1996,Cairns
Elke BRUTSAERT,Elke BRUTSAERT,5:49.569,Women,American, Australia,22nd Sep 1996,Cairns
Rita BUERGI,Rita BUERGI,5:51.1710,Women,Swiss, Australia,22nd Sep 1996,Cairns
Katja REPO,Katja REPO,5:54.8611,Women,Finnish, Australia,22nd Sep 1996,Cairns
Carole GRANGE,Carole GRANGE,5:57.3312,Women,French, Australia,22nd Sep 1996,Cairns
Malin LINDGREN,Malin LINDGREN,6:02.4113,Women,Swedish, Australia,22nd Sep 1996,Cairns
Katrina MILLER,Katrina MILLER,6:04.0414,Women,Australian, Australia,22nd Sep 1996,Cairns
Tara LLANES,Tara LLANES,6:05.7115,Women,American, Australia,22nd Sep 1996,Cairns
Elladee BROWN,Elladee BROWN,6:06.1416,Women,Canadian, Australia,22nd Sep 1996,Cairns
Lisa SHER,Lisa SHER,6:09.0417,Women,American, Australia,22nd Sep 1996,Cairns
Karen VAN MEERBEECK,Karen VAN MEERBEECK,6:13.0218,Women,British, Australia,22nd Sep 1996,Cairns
Cariza MUNOZ,Cariza MUNOZ,6:20.8419,Women,Mexican, Australia,22nd Sep 1996,Cairns
Rachael BRUCE,Rachael BRUCE,6:26.1520,Women,Australian, Australia,22nd Sep 1996,Cairns
Jodie MACDONALD,Jodie MACDONALD,6:28.5021,Women,New Zealand, Australia,22nd Sep 1996,Cairns
Bronwyn BATTERSBY,Bronwyn BATTERSBY,6:34.1422,Women,Australian, Australia,22nd Sep 1996,Cairns
Verena VOGT,Verena VOGT,6:37.1523,Women,Austrian, Australia,22nd Sep 1996,Cairns
Mami MASUDA,Mami MASUDA,6:37.2624,Women,Japanese, Australia,22nd Sep 1996,Cairns
Vanessa QUIN,Vanessa QUIN,6:43.5925,Women,New Zealand, Australia,22nd Sep 1996,Cairns
Daamiann SKELTON,Daamiann SKELTON,6:45.9226,Women,Canadian, Australia,22nd Sep 1996,Cairns
Suzi READ,Suzi READ,6:55.2427,Women,New Zealand, Australia,22nd Sep 1996,Cairns
Caroline HAAS,Caroline HAAS,6:55.6828,Women,Australian, Australia,22nd Sep 1996,Cairns
Emma GUY,Emma GUY,7:03.7329,Women,British, Australia,22nd Sep 1996,Cairns
Sachiko KAMAKURA,Sachiko KAMAKURA,7:10.9630,Women,Japanese, Australia,22nd Sep 1996,Cairns
Donna HADFIELD,Donna HADFIELD,7:16.8731,Women,New Zealand, Australia,22nd Sep 1996,Cairns
Shelley KAMEVAAR,Shelley KAMEVAAR,7:22.1732,Women,Australian, Australia,22nd Sep 1996,Cairns
Jill BRINDLE,Jill BRINDLE,7:30.3833,Women,British, Australia,22nd Sep 1996,Cairns
Kim HULBERT,Kim HULBERT,7:34.5534,Women,Australian, Australia,22nd Sep 1996,Cairns
Angela CHASE,Angela CHASE,7:35.2835,Women,Australian, Australia,22nd Sep 1996,Cairns
Jane LEDGERWOOD,Jane LEDGERWOOD,7:39.0736,Women,British, Australia,22nd Sep 1996,Cairns
Veronica LANE,Veronica LANE,7:40.5537,Women,Australian, Australia,22nd Sep 1996,Cairns
Sheryl KAVANAGH,Sheryl KAVANAGH,7:55.5738,Women,Australian, Australia,22nd Sep 1996,Cairns
Tai-Lee MUXLOW,Tai-Lee MUXLOW,8:04.8939,Women,Australian, Australia,22nd Sep 1996,Cairns
Jane OLLERENSHAW,Jane OLLERENSHAW,8:18.6840,Women,Australian, Australia,22nd Sep 1996,Cairns
John TOMAC,John TOMAC,3:52.001,Men,American, USA,7th Sep 1996,Hawaii
Todd SNIDER,Todd SNIDER,3:54.782,Men,American, USA,7th Sep 1996,Hawaii
Myles ROCKWELL,Myles ROCKWELL,3:55.353,Men,American, USA,7th Sep 1996,Hawaii
Miles DAVIS,Miles DAVIS,3:58.934,Men,Australian, USA,7th Sep 1996,Hawaii
David WATSON,David WATSON,3:59.915,Men,American, USA,7th Sep 1996,Hawaii
Raphael RHYNER,Raphael RHYNER,4:00.496,Men,Swiss, USA,7th Sep 1996,Hawaii
Nicolas VOUILLOZ,Nicolas VOUILLOZ,4:00.797,Men,French, USA,7th Sep 1996,Hawaii
Sean MCCARROLL,Sean MCCARROLL,4:01.638,Men,Australian, USA,7th Sep 1996,Hawaii
Stephane JANY,Stephane JANY,4:01.839,Men,French, USA,7th Sep 1996,Hawaii
Jan LUNDMAN,Jan LUNDMAN,4:02.2010,Men,Swedish, USA,7th Sep 1996,Hawaii
Missy GIOVE,Missy GIOVE,4:09.391,Women,American, USA,7th Sep 1996,Hawaii
Leigh DONOVAN,Leigh DONOVAN,4:09.772,Women,American, USA,7th Sep 1996,Hawaii
Elke BRUTSAERT,Elke BRUTSAERT,4:10.793,Women,American, USA,7th Sep 1996,Hawaii
Anne-Caroline CHAUSSON,Anne-Caroline CHAUSSON,4:12.354,Women,French, USA,7th Sep 1996,Hawaii
Mercedes GONZALEZ,Mercedes GONZALEZ,4:13.425,Women,Spanish, USA,7th Sep 1996,Hawaii
Kim SONIER,Kim SONIER,4:17.396,Women,American, USA,7th Sep 1996,Hawaii
Nolvenn LE CAER,Nolvenn LE CAER,4:24.127,Women,French, USA,7th Sep 1996,Hawaii
Giovanna BONAZZI,Giovanna BONAZZI,4:24.208,Women,Italian, USA,7th Sep 1996,Hawaii
Katja REPO,Katja REPO,4:27.699,Women,Finnish, USA,7th Sep 1996,Hawaii
Lisa SHER,Lisa SHER,4:29.4410,Women,American, USA,7th Sep 1996,Hawaii
Rob WARNER,Rob WARNER,7:15.321,Men,British, Austria,15th Aug 1996,Kaprun
Nicolas VOUILLOZ,Nicolas VOUILLOZ,7:18.852,Men,French, Austria,15th Aug 1996,Kaprun
Alex BALAUD,Alex BALAUD,7:19.953,Men,French, Austria,15th Aug 1996,Kaprun
Jimmy DEATON,Jimmy DEATON,7:21.474,Men,American, Austria,15th Aug 1996,Kaprun
Marcus KLAUSMANN,Marcus KLAUSMANN,7:21.805,Men,German, Austria,15th Aug 1996,Kaprun
Missy GIOVE,Missy GIOVE,7:52.141,Women,American, Austria,15th Aug 1996,Kaprun
Kim SONIER,Kim SONIER,7:54.112,Women,American, Austria,15th Aug 1996,Kaprun
Elke BRUTSAERT,Elke BRUTSAERT,7:54.493,Women,American, Austria,15th Aug 1996,Kaprun
Leigh DONOVAN,Leigh DONOVAN,7:56.024,Women,American, Austria,15th Aug 1996,Kaprun
Giovanna BONAZZI,Giovanna BONAZZI,8:08.235,Women,Italian, Austria,15th Aug 1996,Kaprun
Nicolas VOUILLOZ,Nicolas VOUILLOZ,5:16.301,Men,French, France,10th Aug 1996,Les Gets
Shaun PALMER,Shaun PALMER,5:16.992,Men,American, France,10th Aug 1996,Les Gets
Marcus KLAUSMANN,Marcus KLAUSMANN,5:20.153,Men,German, France,10th Aug 1996,Les Gets
Tomas MISSER,Tomas MISSER,5:21.104,Men,Spanish, France,10th Aug 1996,Les Gets
Florent POUSSIN,Florent POUSSIN,5:21.385,Men,French, France,10th Aug 1996,Les Gets
Corrado HERIN,Corrado HERIN,5:21.476,Men,Italian, France,10th Aug 1996,Les Gets
Cédric GRACIA,Cédric GRACIA,5:21.967,Men,French, France,10th Aug 1996,Les Gets
Gianluca BONANOMI,Gianluca BONANOMI,5:22.838,Men,Italian, France,10th Aug 1996,Les Gets
Jürgen BENEKE,Jürgen BENEKE,5:23.319,Men,German, France,10th Aug 1996,Les Gets
Pau MISSER,Pau MISSER,5:23.5210,Men,Spanish, France,10th Aug 1996,Les Gets
Anne-Caroline CHAUSSON,Anne-Caroline CHAUSSON,5:46.131,Women,French, France,10th Aug 1996,Les Gets
Mercedes GONZALEZ,Mercedes GONZALEZ,5:55.712,Women,Spanish, France,10th Aug 1996,Les Gets
Kim SONIER,Kim SONIER,5:57.953,Women,American, France,10th Aug 1996,Les Gets
Brigitta KASPER,Brigitta KASPER,6:02.934,Women,Swiss, France,10th Aug 1996,Les Gets
Nolvenn LE CAER,Nolvenn LE CAER,6:03.705,Women,French, France,10th Aug 1996,Les Gets
Leigh DONOVAN,Leigh DONOVAN,6:03.796,Women,American, France,10th Aug 1996,Les Gets
Lisa SHER,Lisa SHER,6:08.827,Women,American, France,10th Aug 1996,Les Gets
Giovanna BONAZZI,Giovanna BONAZZI,6:10.598,Women,Italian, France,10th Aug 1996,Les Gets
Missy GIOVE,Missy GIOVE,6:13.029,Women,American, France,10th Aug 1996,Les Gets
Marla STREB,Marla STREB,6:13.9610,Women,American, France,10th Aug 1996,Les Gets
Tomas MISSER,Tomas MISSER,4:48.271,Men,Spanish, Canada,15th Jun 1996,Mont-Sainte-Anne
Mike KING (pro),Mike KING (pro),4:50.412,Men,American, Canada,15th Jun 1996,Mont-Sainte-Anne
Nicolas VOUILLOZ,Nicolas VOUILLOZ,4:51.653,Men,French, Canada,15th Jun 1996,Mont-Sainte-Anne
Corrado HERIN,Corrado HERIN,4:52.314,Men,Italian, Canada,15th Jun 1996,Mont-Sainte-Anne
Michael RONNING,Michael RONNING,4:53.295,Men,Australian, Canada,15th Jun 1996,Mont-Sainte-Anne
Gianluca BONANOMI,Gianluca BONANOMI,4:54.656,Men,Italian, Canada,15th Jun 1996,Mont-Sainte-Anne
Steve PEAT,Steve PEAT,4:56.137,Men,British, Canada,15th Jun 1996,Mont-Sainte-Anne
Cyril LAGNEAU,Cyril LAGNEAU,4:56.438,Men,French, Canada,15th Jun 1996,Mont-Sainte-Anne
Rob WARNER,Rob WARNER,4:58.209,Men,British, Canada,15th Jun 1996,Mont-Sainte-Anne
François GACHET,François GACHET,4:58.3810,Men,French, Canada,15th Jun 1996,Mont-Sainte-Anne
Brian LOPES,Brian LOPES,5:02.0711,Men,American, Canada,15th Jun 1996,Mont-Sainte-Anne
Pete LONCAREVICH,Pete LONCAREVICH,5:02.1612,Men,American, Canada,15th Jun 1996,Mont-Sainte-Anne
Christian LEMMERZ,Christian LEMMERZ,5:02.4113,Men,German, Canada,15th Jun 1996,Mont-Sainte-Anne
Chris O'DRISCOLL,Chris O'DRISCOLL,5:43.0019,Men,American, Canada,15th Jun 1996,Mont-Sainte-Anne
Giovanni CASIRAGHI,Giovanni CASIRAGHI,5:45.0020,Men,Italian, Canada,15th Jun 1996,Mont-Sainte-Anne
Marcus KLAUSMANN,Marcus KLAUSMANN,5:06.0114,Men,German, Canada,15th Jun 1996,Mont-Sainte-Anne
Oscar SAIZ,Oscar SAIZ,5:06.0515,Men,Spanish, Canada,15th Jun 1996,Mont-Sainte-Anne
Stephane JANY,Stephane JANY,5:06.1516,Men,French, Canada,15th Jun 1996,Mont-Sainte-Anne
Karim AMOUR,Karim AMOUR,5:06.4517,Men,French, Canada,15th Jun 1996,Mont-Sainte-Anne
Jake WATSON,Jake WATSON,5:06.4517,Men,American, Canada,15th Jun 1996,Mont-Sainte-Anne
Leigh DONOVAN,Leigh DONOVAN,5:23.051,Women,American, Canada,15th Jun 1996,Mont-Sainte-Anne
Anne-Caroline CHAUSSON,Anne-Caroline CHAUSSON,5:28.042,Women,French, Canada,15th Jun 1996,Mont-Sainte-Anne
Nolvenn LE CAER,Nolvenn LE CAER,5:41.023,Women,French, Canada,15th Jun 1996,Mont-Sainte-Anne
Marla STREB,Marla STREB,5:41.604,Women,American, Canada,15th Jun 1996,Mont-Sainte-Anne
Missy GIOVE,Missy GIOVE,5:42.575,Women,American, Canada,15th Jun 1996,Mont-Sainte-Anne
Mercedes GONZALEZ,Mercedes GONZALEZ,5:45.596,Women,Spanish, Canada,15th Jun 1996,Mont-Sainte-Anne
Lisa SHER,Lisa SHER,5:46.017,Women,American, Canada,15th Jun 1996,Mont-Sainte-Anne
Kim SONIER,Kim SONIER,5:49.008,Women,American, Canada,15th Jun 1996,Mont-Sainte-Anne
Giovanna BONAZZI,Giovanna BONAZZI,5:53.769,Women,Italian, Canada,15th Jun 1996,Mont-Sainte-Anne
Elke BRUTSAERT,Elke BRUTSAERT,5:53.8510,Women,American, Canada,15th Jun 1996,Mont-Sainte-Anne
Mikki DOUGLASS,Mikki DOUGLASS,6:08.0011,Women,American, Canada,15th Jun 1996,Mont-Sainte-Anne
Heather SCHMITZ,Heather SCHMITZ,6:10.0012,Women,American, Canada,15th Jun 1996,Mont-Sainte-Anne
Elladee BROWN,Elladee BROWN,6:12.9713,Women,Canadian, Canada,15th Jun 1996,Mont-Sainte-Anne
Carole GRANGE,Carole GRANGE,,Women,French, Canada,15th Jun 1996,Mont-Sainte-Anne
Dawn BOURQUE,Dawn BOURQUE,,Women,American, Canada,15th Jun 1996,Mont-Sainte-Anne
Marcus KLAUSMANN,Marcus KLAUSMANN,5:01.501,Men,German, Italy,19th May 1996,Nevegal
Mike KING (pro),Mike KING (pro),5:02.012,Men,American, Italy,19th May 1996,Nevegal
Nicolas VOUILLOZ,Nicolas VOUILLOZ,5:03.323,Men,French, Italy,19th May 1996,Nevegal
Tomas MISSER,Tomas MISSER,5:06.264,Men,Spanish, Italy,19th May 1996,Nevegal
Cédric GRACIA,Cédric GRACIA,5:10.755,Men,French, Italy,19th May 1996,Nevegal
Guillaume KOCH,Guillaume KOCH,5:11.886,Men,French, Italy,19th May 1996,Nevegal
Shaun PALMER,Shaun PALMER,5:12.687,Men,American, Italy,19th May 1996,Nevegal
Chris O'DRISCOLL,Chris O'DRISCOLL,5:14.158,Men,American, Italy,19th May 1996,Nevegal
François GACHET,François GACHET,5:15.919,Men,French, Italy,19th May 1996,Nevegal
Cyril LAGNEAU,Cyril LAGNEAU,5:17.7810,Men,French, Italy,19th May 1996,Nevegal
Anne-Caroline CHAUSSON,Anne-Caroline CHAUSSON,5:40.381,Women,French, Italy,19th May 1996,Nevegal
Missy GIOVE,Missy GIOVE,5:55.302,Women,American, Italy,19th May 1996,Nevegal
Rita BUERGI,Rita BUERGI,6:05.163,Women,Swiss, Italy,19th May 1996,Nevegal
Mercedes GONZALEZ,Mercedes GONZALEZ,6:06.284,Women,Spanish, Italy,19th May 1996,Nevegal
Carole GRANGE,Carole GRANGE,6:08.615,Women,French, Italy,19th May 1996,Nevegal
Leigh DONOVAN,Leigh DONOVAN,6:10.786,Women,American, Italy,19th May 1996,Nevegal
Katja REPO,Katja REPO,6:13.627,Women,Finnish, Italy,19th May 1996,Nevegal
Marla STREB,Marla STREB,6:14.878,Women,American, Italy,19th May 1996,Nevegal
Nolvenn LE CAER,Nolvenn LE CAER,6:15.369,Women,French, Italy,19th May 1996,Nevegal
Cheri ELLIOTT,Cheri ELLIOTT,6:19.4910,Women,American, Italy,19th May 1996,Nevegal
Tomas MISSER,Tomas MISSER,4:34.931,Men,Spanish, Spain,12th May 1996,Panticosa
Steve PEAT,Steve PEAT,4:36.562,Men,British, Spain,12th May 1996,Panticosa
Nicolas VOUILLOZ,Nicolas VOUILLOZ,4:38.593,Men,French, Spain,12th May 1996,Panticosa
Mike KING (pro),Mike KING (pro),4:39.094,Men,American, Spain,12th May 1996,Panticosa
Franck ROMAN,Franck ROMAN,4:40.815,Men,French, Spain,12th May 1996,Panticosa
François GACHET,François GACHET,4:41.006,Men,French, Spain,12th May 1996,Panticosa
Jürgen BENEKE,Jürgen BENEKE,4:41.006,Men,German, Spain,12th May 1996,Panticosa
Taras JADUTA,Taras JADUTA,4:45.008,Men,Belgian, Spain,12th May 1996,Panticosa
Alex BALAUD,Alex BALAUD,4:45.008,Men,French, Spain,12th May 1996,Panticosa
Oscar SAIZ,Oscar SAIZ,4:46.0010,Men,Spanish, Spain,12th May 1996,Panticosa
Anne-Caroline CHAUSSON,Anne-Caroline CHAUSSON,5:12.561,Women,French, Spain,12th May 1996,Panticosa
Missy GIOVE,Missy GIOVE,5:20.752,Women,American, Spain,12th May 1996,Panticosa
Nolvenn LE CAER,Nolvenn LE CAER,5:23.333,Women,French, Spain,12th May 1996,Panticosa
Mercedes GONZALEZ,Mercedes GONZALEZ,5:24.204,Women,Spanish, Spain,12th May 1996,Panticosa
Kim SONIER,Kim SONIER,5:25.925,Women,American, Spain,12th May 1996,Panticosa
Leigh DONOVAN,Leigh DONOVAN,5:26.496,Women,American, Spain,12th May 1996,Panticosa
Katja REPO,Katja REPO,5:32.007,Women,Finnish, Spain,12th May 1996,Panticosa
Brigitta KASPER,Brigitta KASPER,5:34.008,Women,Swiss, Spain,12th May 1996,Panticosa
Lisa SHER,Lisa SHER,5:40.009,Women,American, Spain,12th May 1996,Panticosa
Carole GRANGE,Carole GRANGE,5:43.0010,Women,French, Spain,12th May 1996,Panticosa
Nicolas VOUILLOZ,Nicolas VOUILLOZ,6:22.621,Men,French, Switzerland,21st Sep 1997,Château d'Oex
John TOMAC,John TOMAC,6:28.812,Men,American, Switzerland,21st Sep 1997,Château d'Oex
Cédric GRACIA,Cédric GRACIA,6:28.843,Men,French, Switzerland,21st Sep 1997,Château d'Oex
Marcus KLAUSMANN,Marcus KLAUSMANN,6:30.414,Men,German, Switzerland,21st Sep 1997,Château d'Oex
Jürgen BENEKE,Jürgen BENEKE,6:31.675,Men,German, Switzerland,21st Sep 1997,Château d'Oex
Steve PEAT,Steve PEAT,6:33.326,Men,British, Switzerland,21st Sep 1997,Château d'Oex
Myles ROCKWELL,Myles ROCKWELL,6:33.477,Men,American, Switzerland,21st Sep 1997,Château d'Oex
Tomas MISSER,Tomas MISSER,6:35.728,Men,Spanish, Switzerland,21st Sep 1997,Château d'Oex
Johan ENGSTRÖM,Johan ENGSTRÖM,6:35.779,Men,Swedish, Switzerland,21st Sep 1997,Château d'Oex
Bas DE BEVER,Bas DE BEVER,6:36.2910,Men,Dutch, Switzerland,21st Sep 1997,Château d'Oex
Dave CULLINAN,Dave CULLINAN,6:36.5111,Men,American, Switzerland,21st Sep 1997,Château d'Oex
Eric CARTER,Eric CARTER,6:37.4712,Men,American, Switzerland,21st Sep 1997,Château d'Oex
Gianluca BONANOMI,Gianluca BONANOMI,6:38.2113,Men,Italian, Switzerland,21st Sep 1997,Château d'Oex
Cyril LAGNEAU,Cyril LAGNEAU,6:38.6014,Men,French, Switzerland,21st Sep 1997,Château d'Oex
