,Name,Name.1,Run 1,sex,rider_country,race_country,Date,track_name,rider_country_new,home_race,run_time,race_id,percent_time_back,best_results,worst_results
6255,Dan ATHERTON,Dan ATHERTON,5:02.9315,Men,British,UK,2nd Jun 2002,Fort William,UK,1,5.0488583333333334,Fort William2nd Jun 2002,10.566608633445384,0,1
6256,Ivan OULEGO MORENO,Ivan OULEGO MORENO,5:03.1116,Men,Spanish,UK,2nd Jun 2002,Fort William,Spain,0,5.05186,Fort William2nd Jun 2002,10.632343118683396,0,0
6257,Steve PEAT,Steve PEAT,5:03.3717,Men,British,UK,2nd Jun 2002,Fort William,UK,1,5.056195,Fort William2nd Jun 2002,10.72727670896887,0,1
6258,Bernat GUÀRDIA PASCUAL,Bernat GUÀRDIA PASCUAL,5:04.1118,Men,Spanish,UK,2nd Jun 2002,Fort William,Spain,0,5.06853,Fort William2nd Jun 2002,10.997404929538913,0,1
6259,Wilfred VAN DE HATERD,Wilfred VAN DE HATERD,5:05.2019,Men,Dutch,UK,2nd Jun 2002,Fort William,Netherlands,0,5.0866983333333335,Fort William2nd Jun 2002,11.395279234691458,0,0
6260,Matti LEHIKOINEN,Matti LEHIKOINEN,5:05.8320,Men,Finnish,UK,2nd Jun 2002,Fort William,Finland,0,5.0972,Fort William2nd Jun 2002,11.625258685821272,0,1
6262,Greg MINNAAR,Greg MINNAAR,5:06.2622,Men,South African,UK,2nd Jun 2002,Fort William,South Africa,0,5.10437,Fort William2nd Jun 2002,11.78227687321385,0,1
6263,Will LONGDEN,Will LONGDEN,5:06.9923,Men,British,UK,2nd Jun 2002,Fort William,UK,1,5.116538333333334,Fort William2nd Jun 2002,12.048755205652961,0,0
6264,Sean MCCARROLL,Sean MCCARROLL,5:08.2724,Men,Australian,UK,2nd Jun 2002,Fort William,Australia,0,5.137873333333333,Fort William2nd Jun 2002,12.51597738529313,0,1
6265,Julien CAMELLINI,Julien CAMELLINI,5:08.7425,Men,French,UK,2nd Jun 2002,Fort William,France,0,5.145708333333333,Fort William2nd Jun 2002,12.68755862632811,0,1
6266,Marc BEAUMONT,Marc BEAUMONT,5:09.5426,Men,British,UK,2nd Jun 2002,Fort William,UK,1,5.159043333333333,Fort William2nd Jun 2002,12.97958617568371,0,1
6267,Rob WARNER,Rob WARNER,5:10.5227,Men,British,UK,2nd Jun 2002,Fort William,UK,1,5.175378333333334,Fort William2nd Jun 2002,13.33731171139605,0,0
6270,Vlastimil HYNCICA,Vlastimil HYNCICA,5:11.5830,Men,Czech,UK,2nd Jun 2002,Fort William,Czech Republic,0,5.19305,Fort William2nd Jun 2002,13.724309349918439,0,0
6272,Markolf BERCHTOLD,Markolf BERCHTOLD,5:12.4832,Men,Brazilian,UK,2nd Jun 2002,Fort William,Brazil,0,5.208053333333333,Fort William2nd Jun 2002,14.052872279464633,0,1
6273,Guido TSCHUGG,Guido TSCHUGG,5:12.5033,Men,German,UK,2nd Jun 2002,Fort William,Germany,0,5.208388333333334,Fort William2nd Jun 2002,14.060208554607811,0,0
6274,Julien POOMANS,Julien POOMANS,5:12.5934,Men,French,UK,2nd Jun 2002,Fort William,France,0,5.20989,Fort William2nd Jun 2002,14.093094046667476,0,1
6275,John LAWLOR,John LAWLOR,5:12.7535,Men,Irish,UK,2nd Jun 2002,Fort William,UK,1,5.212558333333333,Fort William2nd Jun 2002,14.151528755643628,0,0
6276,Tim PONTING,Tim PONTING,5:12.8036,Men,British,UK,2nd Jun 2002,Fort William,UK,1,5.213393333333333,Fort William2nd Jun 2002,14.169814695179594,0,0
6277,Scott BEAUMONT,Scott BEAUMONT,5:12.9137,Men,British,UK,2nd Jun 2002,Fort William,UK,1,5.215228333333333,Fort William2nd Jun 2002,14.209999963501119,0,0
6278,Crawford CARRICK-ANDERSON,Crawford CARRICK-ANDERSON,5:12.9938,Men,British,UK,2nd Jun 2002,Fort William,UK,1,5.216563333333333,Fort William2nd Jun 2002,14.239235567429853,0,0
6279,Damien MERMOUD,Damien MERMOUD,5:13.8839,Men,Swiss,UK,2nd Jun 2002,Fort William,Switzerland,0,5.231398333333333,Fort William2nd Jun 2002,14.564112109963823,0,1
6280,David WARDELL,David WARDELL,5:13.9340,Men,British,UK,2nd Jun 2002,Fort William,UK,1,5.232233333333333,Fort William2nd Jun 2002,14.58239804949979,0,0
6282,Gertje THOLEN,Gertje THOLEN,5:16.6942,Men,Dutch,UK,2nd Jun 2002,Fort William,Netherlands,0,5.2782366666666665,Fort William2nd Jun 2002,15.58984017139875,0,0
6284,Karim AMOUR,Karim AMOUR,5:18.8644,Men,French,UK,2nd Jun 2002,Fort William,France,0,5.314406666666667,Fort William2nd Jun 2002,16.38193889357291,0,1
6287,Stu THOMSON,Stu THOMSON,5:20.9447,Men,British,UK,2nd Jun 2002,Fort William,UK,1,5.349078333333333,Fort William2nd Jun 2002,17.14122512145002,0,0
6288,Jonny CHEETHAM,Jonny CHEETHAM,5:21.4348,Men,British,UK,2nd Jun 2002,Fort William,UK,1,5.357246666666667,Fort William2nd Jun 2002,17.32010613874686,0,0
6290,Naoki IDEGAWA,Naoki IDEGAWA,5:22.7950,Men,Japanese,UK,2nd Jun 2002,Fort William,Japan,0,5.3799166666666665,Fort William2nd Jun 2002,17.816563922315787,0,0
6291,Espen JOHNSEN,Espen JOHNSEN,5:23.9051,Men,Norwegian,UK,2nd Jun 2002,Fort William,Norway,0,5.398418333333334,Fort William2nd Jun 2002,18.22173800373019,0,0
6292,Jordi BAGO,Jordi BAGO,5:24.0852,Men,Spanish,UK,2nd Jun 2002,Fort William,Spain,0,5.40142,Fort William2nd Jun 2002,18.287472488968206,0,0
6294,Filip POLC,Filip POLC,5:24.7154,Men,Slovakian,UK,2nd Jun 2002,Fort William,Slovenia,0,5.411923333333333,Fort William2nd Jun 2002,18.517488438979335,0,1
6295,Markus PETSCHENIG,Markus PETSCHENIG,5:25.3355,Men,Austrian,UK,2nd Jun 2002,Fort William,Austria,0,5.422258333333334,Fort William2nd Jun 2002,18.74381800197824,0,0
6296,Mathias HAAS,Mathias HAAS,5:25.4556,Men,Austrian,UK,2nd Jun 2002,Fort William,Austria,0,5.42426,Fort William2nd Jun 2002,18.787653158430693,0,0
6297,Nico VINK,Nico VINK,5:27.4357,Men,Belgian,UK,2nd Jun 2002,Fort William,Belgium,0,5.457261666666667,Fort William2nd Jun 2002,19.510367507235916,0,0
6299,Kamil TATARKOVIC,Kamil TATARKOVIC,5:30.4959,Men,Czech,UK,2nd Jun 2002,Fort William,Czech Republic,0,5.508265,Fort William2nd Jun 2002,20.62730627306273,0,1
6300,Andy YOONG,Andy YOONG,5:32.5060,Men,Irish,UK,2nd Jun 2002,Fort William,UK,1,5.541766666666667,Fort William2nd Jun 2002,21.360970286260738,0,0
6301,Neil DONOGHUE,Neil DONOGHUE,5:32.8261,Men,British,UK,2nd Jun 2002,Fort William,UK,1,5.547101666666666,Fort William2nd Jun 2002,21.477803205331746,0,1
6302,Herman ÖLUND,Herman ÖLUND,5:38.3662,Men,Swedish,UK,2nd Jun 2002,Fort William,Sweden,0,5.639436666666667,Fort William2nd Jun 2002,23.49987772874762,0,0
6303,Claudio CALUORI,Claudio CALUORI,5:39.4063,Men,Swiss,UK,2nd Jun 2002,Fort William,Switzerland,0,5.656771666666667,Fort William2nd Jun 2002,23.879502593245515,0,1
6304,Kristof LENSSENS,Kristof LENSSENS,5:40.3864,Men,Belgian,UK,2nd Jun 2002,Fort William,Belgium,0,5.6731066666666665,Fort William2nd Jun 2002,24.237228128957856,1,1
6307,Mickael DELDYCKE,Mickael DELDYCKE,5:43.3967,Men,French,UK,2nd Jun 2002,Fort William,France,0,5.723278333333333,Fort William2nd Jun 2002,25.335953953011337,0,1
6309,Marco Aurélio SILVA FIDALGO,Marco Aurélio SILVA FIDALGO,5:44.9069,Men,Portuguese,UK,2nd Jun 2002,Fort William,Portugal,0,5.748448333333333,Fort William2nd Jun 2002,25.88716005854421,1,1
6313,Michael GÖLLES,Michael GÖLLES,5:52.3173,Men,Austrian,UK,2nd Jun 2002,Fort William,Austria,0,5.871955,Fort William2nd Jun 2002,28.591873159087665,0,0
6315,Michal MAROŠI (1978),Michal MAROŠI (1978),6:04.4775,Men,Czech,UK,2nd Jun 2002,Fort William,Czech Republic,0,6.074625,Fort William2nd Jun 2002,33.030210124059714,0,1
6317,Frank SCHNEIDER,Frank SCHNEIDER,6:25.9777,Men,German,UK,2nd Jun 2002,Fort William,Germany,0,6.4329616666666665,Fort William2nd Jun 2002,40.87754260331921,0,1
6318,Cyril LAGNEAU,Cyril LAGNEAU,6:41.6378,Men,French,UK,2nd Jun 2002,Fort William,France,0,6.6939633333333335,Fort William2nd Jun 2002,46.593303915235,0,1
6321,Himar SANCHEZ SALMINEN,Himar SANCHEZ SALMINEN,DNQ,Men,Spanish,UK,2nd Jun 2002,Fort William,Spain,0,,Fort William2nd Jun 2002,61.061853935162766,0,1
6325,Gee ATHERTON,Gee ATHERTON,DNQ,Men,British,UK,2nd Jun 2002,Fort William,UK,1,,Fort William2nd Jun 2002,34.71930817048279,0,1
6326,Ed MOSELEY,Ed MOSELEY,DNQ,Men,British,UK,2nd Jun 2002,Fort William,UK,1,,Fort William2nd Jun 2002,21.406912867908325,0,1
6327,Glyn O'BRIEN,Glyn O'BRIEN,DNQ,Men,Irish,UK,2nd Jun 2002,Fort William,UK,1,,Fort William2nd Jun 2002,50.319314535956174,0,1
6329,Tracy MOSELEY,Tracy MOSELEY,5:45.991,Women,British,UK,2nd Jun 2002,Fort William,UK,1,5.766516666666667,Fort William2nd Jun 2002,0.0,1,0
6330,Vanessa QUIN,Vanessa QUIN,5:52.472,Women,New Zealand,UK,2nd Jun 2002,Fort William,New Zealand,0,5.874533333333334,Fort William2nd Jun 2002,1.8731701113612775,1,0
6331,Sabrina JONNIER,Sabrina JONNIER,5:56.633,Women,French,UK,2nd Jun 2002,Fort William,France,0,5.943883333333334,Fort William2nd Jun 2002,3.0758025497773067,0,0
6332,Fionn GRIFFITHS,Fionn GRIFFITHS,5:57.444,Women,British,UK,2nd Jun 2002,Fort William,UK,1,5.9574,Fort William2nd Jun 2002,3.310201710449112,1,0
6333,Missy GIOVE,Missy GIOVE,6:00.175,Women,American,UK,2nd Jun 2002,Fort William,USA,0,6.002916666666667,Fort William2nd Jun 2002,4.099528600454927,0,0
6334,Nolvenn LE CAER,Nolvenn LE CAER,6:05.826,Women,French,UK,2nd Jun 2002,Fort William,France,0,6.0971,Fort William2nd Jun 2002,5.73280807882286,0,0
6335,Miriam BLAS OTONDO,Miriam BLAS OTONDO,6:07.287,Women,Spanish,UK,2nd Jun 2002,Fort William,Spain,0,6.12145,Fort William2nd Jun 2002,6.155073397862942,1,0
6336,Marielle SANER,Marielle SANER,6:10.128,Women,Swiss,UK,2nd Jun 2002,Fort William,Switzerland,0,6.1688,Fort William2nd Jun 2002,6.976193022361854,0,0
6337,Helen GASKELL,Helen GASKELL,6:13.109,Women,British,UK,2nd Jun 2002,Fort William,UK,1,6.218483333333333,Fort William2nd Jun 2002,7.837776127124685,0,0
6338,Mio SUEMASA,Mio SUEMASA,6:14.4710,Women,Japanese,UK,2nd Jun 2002,Fort William,Japan,0,6.241183333333334,Fort William2nd Jun 2002,8.231427985120998,0,0
6339,Anita MOLCIK,Anita MOLCIK,6:22.2611,Women,Austrian,UK,2nd Jun 2002,Fort William,Austria,0,6.371018333333334,Fort William2nd Jun 2002,10.482960539436004,0,0
6340,Anneke BEERTEN,Anneke BEERTEN,6:23.2612,Women,Dutch,UK,2nd Jun 2002,Fort William,Netherlands,0,6.387686666666666,Fort William2nd Jun 2002,10.772014300950005,0,0
6341,Pascaline REUSSER,Pascaline REUSSER,6:28.5213,Women,Swiss,UK,2nd Jun 2002,Fort William,Switzerland,0,6.475355,Fort William2nd Jun 2002,12.292313961923874,1,0
6342,April LAWYER,April LAWYER,6:30.6414,Women,American,UK,2nd Jun 2002,Fort William,USA,0,6.51069,Fort William2nd Jun 2002,12.905075565549385,0,0
6343,Bernardita PIZARRO,Bernardita PIZARRO,6:37.1215,Women,Chilean,UK,2nd Jun 2002,Fort William,Chile,0,6.618691666666667,Fort William2nd Jun 2002,14.777985554537555,0,0
6344,Sandra WALKER,Sandra WALKER,6:44.7916,Women,Swiss,UK,2nd Jun 2002,Fort William,Switzerland,0,6.746526666666667,Fort William2nd Jun 2002,16.994835125769157,0,1
6345,Diana MARGGRAFF,Diana MARGGRAFF,6:52.2517,Women,Ecuadorian,UK,2nd Jun 2002,Fort William,Ecuador,0,6.870861666666666,Fort William2nd Jun 2002,19.150989476604874,0,0
6346,Petra BERNHARD,Petra BERNHARD,6:56.6418,Women,Austrian,UK,2nd Jun 2002,Fort William,Austria,0,6.94403,Fort William2nd Jun 2002,20.419837510224248,0,1
6347,Anne-Caroline CHAUSSON,Anne-Caroline CHAUSSON,6:59.4119,Women,French,UK,2nd Jun 2002,Fort William,France,0,6.990198333333334,Fort William2nd Jun 2002,21.220465272218057,0,1
6348,Céline GROS,Céline GROS,7:05.4520,Women,French,UK,2nd Jun 2002,Fort William,France,0,7.090866666666667,Fort William2nd Jun 2002,22.96620432323384,0,1
6352,Jaymie MART,Jaymie MART,7:44.3124,Women,Barbadian,UK,2nd Jun 2002,Fort William,Barbados,0,7.73854,Fort William2nd Jun 2002,34.197825955010394,0,0
6354,Kathy PRUITT,Kathy PRUITT,7:57.5326,Women,American,UK,2nd Jun 2002,Fort William,USA,0,7.958876666666667,Fort William2nd Jun 2002,38.018792396334014,0,1
6357,Violeta JANEIRO ALFAGEME,Violeta JANEIRO ALFAGEME,8:10.6329,Women,Spanish,UK,2nd Jun 2002,Fort William,Spain,0,8.177215,Fort William2nd Jun 2002,41.805104757060164,0,0
6360,Helen MORTIMER,Helen MORTIMER,DNQ,Women,British,UK,2nd Jun 2002,Fort William,UK,1,,Fort William2nd Jun 2002,222.28707297027657,0,1
6361,Melissa BUHL,Melissa BUHL,DNQ,Women,American,UK,2nd Jun 2002,Fort William,USA,0,,Fort William2nd Jun 2002,32.79915614444822,0,1
6364,David VAZQUEZ LOPEZ,David VAZQUEZ LOPEZ,2:35.161,Men,Spanish,Austria,14th Sep 2003,Kaprun,Spain,0,2.5860166666666666,Kaprun14th Sep 2003,0.0,1,0
6365,Greg MINNAAR,Greg MINNAAR,2:36.592,Men,South African,Austria,14th Sep 2003,Kaprun,South Africa,0,2.6098666666666666,Kaprun14th Sep 2003,0.9222678379231963,0,0
6366,Nathan RENNIE,Nathan RENNIE,2:36.983,Men,Australian,Austria,14th Sep 2003,Kaprun,Australia,0,2.6163833333333333,Kaprun14th Sep 2003,1.1742641514298047,1,0
6367,Michal MAROŠI (1978),Michal MAROŠI (1978),2:37.404,Men,Czech,Austria,14th Sep 2003,Kaprun,Czech Republic,0,2.6234,Kaprun14th Sep 2003,1.445595220448448,1,0
6368,Fabien BAREL,Fabien BAREL,2:39.575,Men,French,Austria,14th Sep 2003,Kaprun,France,0,2.6595833333333334,Kaprun14th Sep 2003,2.8447870276680387,0,0
6369,Cédric GRACIA,Cédric GRACIA,2:40.146,Men,French,Austria,14th Sep 2003,Kaprun,France,0,2.6691000000000003,Kaprun14th Sep 2003,3.2127918742467676,0,0
6370,Mickael PASCAL,Mickael PASCAL,2:40.687,Men,French,Austria,14th Sep 2003,Kaprun,France,0,2.6781166666666665,Kaprun14th Sep 2003,3.5614619653134394,0,0
6371,Gee ATHERTON,Gee ATHERTON,2:42.148,Men,British,Austria,14th Sep 2003,Kaprun,UK,0,2.7024666666666666,Kaprun14th Sep 2003,4.503064558748648,0,0
6372,Bernat GUÀRDIA PASCUAL,Bernat GUÀRDIA PASCUAL,2:42.259,Men,Spanish,Austria,14th Sep 2003,Kaprun,Spain,0,2.7043166666666667,Kaprun14th Sep 2003,4.574603154143109,1,0
6373,Mickael DELDYCKE,Mickael DELDYCKE,2:43.3610,Men,French,Austria,14th Sep 2003,Kaprun,France,0,2.7226833333333333,Kaprun14th Sep 2003,5.28483317328452,1,0
6374,David WARDELL,David WARDELL,2:45.0011,Men,British,Austria,14th Sep 2003,Kaprun,UK,0,2.7500183333333332,Kaprun14th Sep 2003,6.341864257126462,1,0
6375,Mick HANNAH,Mick HANNAH,2:45.0112,Men,Australian,Austria,14th Sep 2003,Kaprun,Australia,0,2.7501866666666666,Kaprun14th Sep 2003,6.3483736248155065,0,0
6376,Markolf BERCHTOLD,Markolf BERCHTOLD,2:45.3113,Men,Brazilian,Austria,14th Sep 2003,Kaprun,Brazil,0,2.7551883333333334,Kaprun14th Sep 2003,6.541785629120711,0,0
6377,Dan ATHERTON,Dan ATHERTON,2:45.4914,Men,British,Austria,14th Sep 2003,Kaprun,UK,0,2.75819,Kaprun14th Sep 2003,6.657858611377865,0,0
6378,Matti LEHIKOINEN,Matti LEHIKOINEN,2:47.6615,Men,Finnish,Austria,14th Sep 2003,Kaprun,Finland,0,2.7943583333333333,Kaprun14th Sep 2003,8.05647037593209,0,0
6379,Jared RANDO,Jared RANDO,2:47.7616,Men,Australian,Austria,14th Sep 2003,Kaprun,Australia,0,2.7960266666666667,Kaprun14th Sep 2003,8.120984010157194,0,0
6380,Cyrille KURTZ,Cyrille KURTZ,2:48.7417,Men,French,Austria,14th Sep 2003,Kaprun,France,0,2.812361666666667,Kaprun14th Sep 2003,8.752650472734791,0,0
6381,Andreas STEFFEN,Andreas STEFFEN,2:49.3618,Men,Swiss,Austria,14th Sep 2003,Kaprun,Switzerland,0,2.822696666666667,Kaprun14th Sep 2003,9.152299869168168,0,0
6382,Tomas MISSER,Tomas MISSER,2:49.7919,Men,Spanish,Austria,14th Sep 2003,Kaprun,Spain,0,2.829865,Kaprun14th Sep 2003,9.429495814025435,0,1
6383,Rüdiger JAHNEL,Rüdiger JAHNEL,2:49.8620,Men,Austrian,Austria,14th Sep 2003,Kaprun,Austria,1,2.8310333333333335,Kaprun14th Sep 2003,9.474674692738528,1,0
6384,Julien POOMANS,Julien POOMANS,2:50.2121,Men,French,Austria,14th Sep 2003,Kaprun,France,0,2.8368683333333333,Kaprun14th Sep 2003,9.700311289563746,0,0
6385,Eric CARTER,Eric CARTER,2:50.5022,Men,American,Austria,14th Sep 2003,Kaprun,USA,0,2.8417033333333332,Kaprun14th Sep 2003,9.88727837536494,0,1
6386,Steve PEAT,Steve PEAT,2:50.8223,Men,British,Austria,14th Sep 2003,Kaprun,UK,0,2.8470383333333333,Kaprun14th Sep 2003,10.093580216678166,0,1
6387,Chris KOVARIK,Chris KOVARIK,2:51.4824,Men,Australian,Austria,14th Sep 2003,Kaprun,Australia,0,2.85804,Kaprun14th Sep 2003,10.519009287127567,0,1
6388,Ivan OULEGO MORENO,Ivan OULEGO MORENO,2:53.3725,Men,Spanish,Austria,14th Sep 2003,Kaprun,Spain,0,2.8895416666666667,Kaprun14th Sep 2003,11.737163333569644,0,0
6389,Rob WARNER,Rob WARNER,2:53.3725,Men,British,Austria,14th Sep 2003,Kaprun,UK,0,2.8895416666666667,Kaprun14th Sep 2003,11.737163333569644,0,0
6391,Maxime REMY,Maxime REMY,2:54.1128,Men,French,Austria,14th Sep 2003,Kaprun,France,0,2.9018800000000002,Kaprun14th Sep 2003,12.214280650421184,0,0
6392,Damien MERMOUD,Damien MERMOUD,2:54.1329,Men,Swiss,Austria,14th Sep 2003,Kaprun,Switzerland,0,2.902215,Kaprun14th Sep 2003,12.227234936614217,0,0
6394,Will LONGDEN,Will LONGDEN,2:55.1831,Men,British,Austria,14th Sep 2003,Kaprun,UK,0,2.9197183333333334,Kaprun14th Sep 2003,12.904080277904884,0,0
6395,Justin HAVUKAINEN,Justin HAVUKAINEN,2:55.5532,Men,Australian,Austria,14th Sep 2003,Kaprun,Australia,0,2.9258866666666665,Kaprun14th Sep 2003,13.142606711738125,0,1
6396,Marcus KLAUSMANN,Marcus KLAUSMANN,2:55.8333,Men,German,Austria,14th Sep 2003,Kaprun,Germany,0,2.930555,Kaprun14th Sep 2003,13.323128879035329,0,1
6397,Marc BEAUMONT,Marc BEAUMONT,2:56.3334,Men,British,Austria,14th Sep 2003,Kaprun,UK,0,2.93889,Kaprun14th Sep 2003,13.645439253420633,0,1
6398,Glyn O'BRIEN,Glyn O'BRIEN,2:56.9435,Men,Irish,Austria,14th Sep 2003,Kaprun,UK,0,2.9490583333333333,Kaprun14th Sep 2003,14.038643731350021,0,0
6399,Kamil TATARKOVIC,Kamil TATARKOVIC,2:57.0336,Men,Czech,Austria,14th Sep 2003,Kaprun,Czech Republic,0,2.95056,Kaprun14th Sep 2003,14.096712447071113,0,0
6400,Rene WILDHABER,Rene WILDHABER,2:57.0737,Men,Swiss,Austria,14th Sep 2003,Kaprun,Switzerland,0,2.9512283333333333,Kaprun14th Sep 2003,14.12255657027217,0,1
6401,Mathieu LAURIN,Mathieu LAURIN,2:57.2138,Men,Canadian,Austria,14th Sep 2003,Kaprun,Canada ,0,2.9535633333333333,Kaprun14th Sep 2003,14.212849878513278,0,1
6402,Damien SPAGNOLO,Damien SPAGNOLO,2:57.2739,Men,French,Austria,14th Sep 2003,Kaprun,France,0,2.954565,Kaprun14th Sep 2003,14.25158383872236,0,1
6403,Crawford CARRICK-ANDERSON,Crawford CARRICK-ANDERSON,2:58.9040,Men,British,Austria,14th Sep 2003,Kaprun,UK,0,2.9817333333333336,Kaprun14th Sep 2003,15.302170004060311,0,1
6404,Jordi BAGO,Jordi BAGO,2:59.2041,Men,Spanish,Austria,14th Sep 2003,Kaprun,Spain,0,2.986735,Kaprun14th Sep 2003,15.495582008365494,1,0
6405,Thibaut RUFFIN,Thibaut RUFFIN,2:59.7942,Men,French,Austria,14th Sep 2003,Kaprun,France,0,2.99657,Kaprun14th Sep 2003,15.87589664928688,0,0
6406,Justin LEOV,Justin LEOV,3:00.5243,Men,New Zealand,Austria,14th Sep 2003,Kaprun,New Zealand,0,3.0087383333333335,Kaprun14th Sep 2003,16.346440149264318,0,1
6407,Cyril LAGNEAU,Cyril LAGNEAU,3:00.5944,Men,French,Austria,14th Sep 2003,Kaprun,France,0,3.0099066666666667,Kaprun14th Sep 2003,16.391619027977388,0,1
6410,Stu THOMSON,Stu THOMSON,3:01.3347,Men,British,Austria,14th Sep 2003,Kaprun,UK,0,3.022245,Kaprun14th Sep 2003,16.868736344828903,0,0
6411,Pau MISSER,Pau MISSER,3:02.6748,Men,Spanish,Austria,14th Sep 2003,Kaprun,Spain,0,3.04458,Kaprun14th Sep 2003,17.732419873550697,0,1
6412,Scott BEAUMONT,Scott BEAUMONT,3:03.8949,Men,British,Austria,14th Sep 2003,Kaprun,UK,0,3.064915,Kaprun14th Sep 2003,18.518764380224418,0,0
6413,Dan CRITCHLOW,Dan CRITCHLOW,3:04.4050,Men,British,Austria,14th Sep 2003,Kaprun,UK,0,3.0734166666666667,Kaprun14th Sep 2003,18.847519673113734,0,0
6414,Jorge AGUIN CASTRO,Jorge AGUIN CASTRO,3:04.5051,Men,Spanish,Austria,14th Sep 2003,Kaprun,Spain,0,3.075085,Kaprun14th Sep 2003,18.912033307338838,0,0
6416,Chris BALL,Chris BALL,3:04.9253,Men,British,Austria,14th Sep 2003,Kaprun,UK,0,3.0820883333333335,Kaprun14th Sep 2003,19.182848782877148,0,1
6417,Andrew NEETHLING,Andrew NEETHLING,3:05.0854,Men,South African,Austria,14th Sep 2003,Kaprun,South Africa,0,3.084756666666667,Kaprun14th Sep 2003,19.286031928126278,0,1
6419,Thomas RYSER,Thomas RYSER,3:05.3756,Men,Swiss,Austria,14th Sep 2003,Kaprun,Switzerland,0,3.089593333333333,Kaprun14th Sep 2003,19.473063463112506,0,1
6421,Adam VAGNER,Adam VAGNER,3:06.7058,Men,Czech,Austria,14th Sep 2003,Kaprun,Czech Republic,0,3.111763333333333,Kaprun14th Sep 2003,20.33036652251532,0,1
6425,Nico VINK,Nico VINK,3:10.8462,Men,Belgian,Austria,14th Sep 2003,Kaprun,Belgium,0,3.18077,Kaprun14th Sep 2003,22.998820579913758,0,1
6429,Sam HILL (elt),Sam HILL (elt),3:14.2866,Men,Australian,Austria,14th Sep 2003,Kaprun,Australia,0,3.23811,Kaprun14th Sep 2003,25.21613034203183,0,1
6431,Maciej JODKO,Maciej JODKO,3:16.4668,Men,Polish,Austria,14th Sep 2003,Kaprun,Poland,0,3.2744466666666665,Kaprun14th Sep 2003,26.6212514742751,0,0
6432,Himar SANCHEZ SALMINEN,Himar SANCHEZ SALMINEN,3:17.7769,Men,Spanish,Austria,14th Sep 2003,Kaprun,Spain,0,3.2962816666666668,Kaprun14th Sep 2003,27.46560024748488,0,0
6435,Frank SCHNEIDER,Frank SCHNEIDER,3:22.9072,Men,German,Austria,14th Sep 2003,Kaprun,Germany,0,3.3817866666666667,Kaprun14th Sep 2003,30.772036787594814,0,1
6437,Samuel ZBINDEN,Samuel ZBINDEN,3:26.3074,Men,Swiss,Austria,14th Sep 2003,Kaprun,Switzerland,0,3.4384566666666667,Kaprun14th Sep 2003,32.96343797732677,0,1
6442,David SMITH (exp),David SMITH (exp),4:07.7079,Men,Spanish,Austria,14th Sep 2003,Kaprun,Spain,0,4.128465,Kaprun14th Sep 2003,59.645722829834824,0,1
6443,Gertje THOLEN,Gertje THOLEN,5:21.5680,Men,Dutch,Austria,14th Sep 2003,Kaprun,Netherlands,0,5.359466666666667,Kaprun14th Sep 2003,107.24795534960462,0,1
6444,Julien CAMELLINI,Julien CAMELLINI,DNS,Men,French,Austria,14th Sep 2003,Kaprun,France,0,,Kaprun14th Sep 2003,121.7427086661774,0,1
6445,Markus PETSCHENIG,Markus PETSCHENIG,DNQ,Men,Austrian,Austria,14th Sep 2003,Kaprun,Austria,1,,Kaprun14th Sep 2003,27.235704331148234,0,1
6446,Jonny CHEETHAM,Jonny CHEETHAM,DNQ,Men,British,Austria,14th Sep 2003,Kaprun,UK,0,,Kaprun14th Sep 2003,109.16742959133497,0,1
6447,Toni BERG,Toni BERG,DNQ,Men,Finnish,Austria,14th Sep 2003,Kaprun,Finland,0,,Kaprun14th Sep 2003,14.17519319604541,0,1
6455,Ben REID,Ben REID,DNQ,Men,Irish,Austria,14th Sep 2003,Kaprun,UK,0,,Kaprun14th Sep 2003,21.804385891018985,0,1
6456,Oscar SAIZ,Oscar SAIZ,DNQ,Men,Spanish,Austria,14th Sep 2003,Kaprun,Spain,0,,Kaprun14th Sep 2003,77.57079130485161,0,1
6457,Matej CHARVAT,Matej CHARVAT,DNQ,Men,Czech,Austria,14th Sep 2003,Kaprun,Czech Republic,0,,Kaprun14th Sep 2003,51.595186430324745,0,1
6463,Claudio CALUORI,Claudio CALUORI,DNQ,Men,Swiss,Austria,14th Sep 2003,Kaprun,Switzerland,0,,Kaprun14th Sep 2003,51.66202747598096,0,1
6468,John LAWLOR,John LAWLOR,DNQ,Men,Irish,Austria,14th Sep 2003,Kaprun,UK,0,,Kaprun14th Sep 2003,21.54195556232821,0,1
6475,Colin BAILEY,Colin BAILEY,DNQ,Men,American,Austria,14th Sep 2003,Kaprun,USA,0,,Kaprun14th Sep 2003,20.410766915291333,0,1
